"","model","split","auc_train","auc_test"
"1","logreg",1,0.776488413547237,0.658263305322129
"2","logreg",2,0.780285204991087,0.634453781512605
"3","logreg",3,0.763903743315508,0.791316526610644
"4","logreg",4,0.772888888888889,0.717360114777618
"5","logreg",5,0.778257777777778,0.704447632711621
"6","logreg",6,0.769084444444444,0.761836441893831
"7","logreg",7,0.757102222222222,0.856527977044476
"8","logreg",8,0.763554910224174,0.800595238095238
"9","logreg",9,0.767238021036229,0.78422619047619
"10","logreg",10,0.765237100258526,0.772321428571429
